Мақоми давлатӣ,Категория,№,Рамзи хизматрасонӣ,Номгӯйи хизматрасонӣ,Гирандаи хизматрасонӣ,Хизматрасонанда,Ташкилоти қабул ва додани натиҷа,Шакли хизматрасонӣ,Музднок ё ройгон
КУМИТАИ БЕХАТАРИИ ОЗУҚАВОРИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,578,000578,Хулоса аз натиҷаи муоинаи клиникавии ҳайвонот,Шахсони воқеӣ ва ҳуқуқӣ,"Раёсати Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар вилоятҳо, шаҳри Душанбе ва шаҳру ноҳияҳои тобеи марказ ва марказҳои таъминоти бехатарии озуқаворӣ дар шаҳру ноҳияҳо","Раёсати Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар вилоятҳо, шаҳри Душанбе ва шаҳру ноҳияҳои тобеи марказ ва марказҳои таъминоти бехатарии озуқаворӣ дар шаҳру ноҳияҳо","Коғазӣ, электронӣ",Музднок
КУМИТАИ БЕХАТАРИИ ОЗУҚАВОРИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,579,000579,Шаҳодатномаи байторӣ,Шахсони воқеӣ ва ҳуқуқӣ,Раёсати Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар сарҳади давлатӣ ва нақлиет ва Марказҳои таъминоти бехатарии шаҳру ноҳияҳо,Раёсати Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар сарҳади давлатӣ ва нақлиет ва Марказҳои таъминоти бехатарии шаҳру ноҳияҳо,"Коғазӣ, электронӣ",Музднок
КУМИТАИ БЕХАТАРИИ ОЗУҚАВОРИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,580,000580,Шаҳодатномаи ташхиси карантинӣ,Шахсони воқеӣ ва ҳуқуқӣ,Марказҳои ташхиси бехатарии озуқаворӣ дар шаҳру ноҳияҳо,Марказҳои ташхиси бехатарии озуқаворӣ дар шаҳру ноҳияҳо,"Коғазӣ, электронӣ",Музднок
КУМИТАИ БЕХАТАРИИ ОЗУҚАВОРИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,581,000581,Шаҳодатномаи мушаххаскунандаи навъи ниҳол,Шахсони воқеӣ ва ҳуқуқӣ,"Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон, раёсатҳои Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар вилоятҳо ва шаҳри Душанбе ва шаҳру ноҳияҳои тебеи ҷумҳурӣ","Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон, раёсатҳои Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар вилоятҳо ва шаҳри Душанбе ва шаҳру ноҳияҳои тебеи ҷумҳурӣ","Коғазӣ, электронӣ",Музднок
КУМИТАИ БЕХАТАРИИ ОЗУҚАВОРИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,582,000582,Шаҳодатномаи мушаххаскунандаи навъи тухмӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон, раёсатҳои Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар вилоятҳо ва шаҳри Душанбе ва шаҳру ноҳияҳои тебеи ҷумҳурӣ","Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон, раёсатҳои Кумитаи бехатарии озуқавории назди Ҳукумати Ҷумҳурии Тоҷикистон дар вилоятҳо ва шаҳри Душанбе ва шаҳру ноҳияҳои тебеи ҷумҳурӣ","Коғазӣ, электронӣ",Музднок
КУМИТАИ БЕХАТАРИИ ОЗУҚАВОРИИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шиноснома,584,000584,Шиносномаи байторӣ,Шахсони воқеӣ ва ҳуқуқӣ,Марказҳои таъминоти бехатарии озуқаворӣ дар шаҳру ноҳияҳо,Марказҳои таъминоти бехатарии озуқаворӣ дар шаҳру ноҳияҳо,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,585,000585,"Хулосаи забоншиносӣ ба матни муҳрҳо, тамғаҳо, бланкҳо ва нархномаҳо",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,588,000588,Хулоса ба матни эълону реклама,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,589,000589,Хулоса ба матни борпечҳо,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,590,000590,Хулоса ба матни борчаспҳо,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,591,000591,Хулоса ба истилоҳоти соҳавӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,592,000592,Хулоса ба номгузории объектҳои ҷуғрофӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,593,000593,Хулоса ба фарҳангномаҳои чандзабони соҳавӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,594,000594,Хулоса ба матни маводҳои воситаҳои ахбори омма,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,595,000595,Хулоса ба матни дастурҳои методию коргузорӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,596,000596,Хулоса ба матни китобҳои дарсӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,597,000597,Хулоса ба номгузории марказҳои хизматрасонӣ ва нуқтаҳои савдо,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ЗАБОН ВА ИСТИЛОҲОТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,,598,000598,Хулосаи забоншиносӣ ба матни маводди иттилоотӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи забон ва истилоҳоти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,599,000599,Иҷозатнома оид ба фаъолияти корҳои лоиҳакашӣ ва тадқиқотии сатҳи масъулиятнокии дараҷаи 1,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,600,000600,Иҷозатнома оид ба фаъолияти корҳои лоиҳакашӣ ва тадқиқотии сатҳи масъулиятнокии дараҷаи 2,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,601,000601,Иҷозатнома оид ба фаъолияти корҳои лоиҳакашӣ ва тадқиқотии сатҳи масъулиятнокии дараҷаи 3,Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,602,000602,"Иҷозатнома оид ба фаъолияти корҳои сохтмони биноҳо ва иморату иншоот, аз ҷумла дар соҳаи энергетика, инчунин васеъкунӣ, азнавсозӣ, таъмир ва барқарор кардани объектҳои мавҷудаи сатҳи масъулиятнокии дараҷаи 1",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,603,000603,"Иҷозатнома оид ба фаъолияти корҳои сохтмони биноҳо ва иморату иншоот, аз ҷумла дар соҳаи энергетика, инчунин васеъкунӣ, азнавсозӣ, таъмир ва барқарор кардани объектҳои мавҷудаи сатҳи масъулиятнокии дараҷаи 2",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,604,000604,"Иҷозатнома оид ба фаъолияти корҳои сохтмони биноҳо ва иморату иншоот, аз ҷумла дар соҳаи энергетика, инчунин васеъкунӣ, азнавсозӣ, таъмир ва барқарор кардани объектҳои мавҷудаи сатҳи масъулиятнокии дараҷаи 3",Шахсони воқеӣ ва ҳуқуқӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,Хадамоти иҷозатномадиҳии фаъолияти шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат,605,000605,"Иҷозат барои оғоз намудани корҳои сохтмонӣ дар объектҳои дорои аҳамияти ҷумҳуриявӣ ва стратегӣ, ки номгӯйи онҳоро Ҳукумати Ҷумҳурии Тоҷикистон тасдиқ намудааст",Шахси воқеӣ ва ҳуқуқӣ,Кумитаи меъморӣ ва сохтмони назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи меъморӣ ва сохтмони назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозат,606,000606,Иҷозат барои оғоз намудани корҳои сохтмонӣ,Шахси воқеӣ ва ҳуқуқӣ,"Сарраёсат, шуъба ва бахшҳои меъморӣ ва шаҳрсозии мақомоти иҷроияи маҳаллии ҳокиммяти давлатии шаҳрҳо ва ноҳияҳо","Сарраёсат, шуъба ва бахшҳои меъморӣ ва шаҳрсозии мақомоти иҷроияи маҳаллии ҳокиммяти давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Супориш,607,000607,"Супориши меъморию банақшагирии объектҳои дорои аҳамияти ҷумҳуриявӣ ва стратегӣ, ки номгўйи онҳоро Ҳукумати Ҷумҳурии Тоҷикистон тасдиқ намудааст",Шахси воқеӣ ва ҳуқуқӣ,Кумитаи меъморӣ ва сохтмони назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи меъморӣ ва сохтмони назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Супориш,608,000608,Супориши меъморию банақшагирӣ,Шахси воқеӣ ва ҳуқуқӣ,"Сарраёсат, шуъба ва бахшҳои меъморӣ ва шаҳрсозии мақомоти иҷроияи маҳаллии ҳокиммяти давлатии шаҳрҳо ва ноҳияҳо","Сарраёсат, шуъба ва бахшҳои меъморӣ ва шаҳрсозии мақомоти иҷроияи маҳаллии ҳокиммяти давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
КУМИТАИ МЕЪМОРӢ ВА СОХТМОНИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,609,000609,Хулосаи экспертизаи давлатии ҳуҷҷатҳои лоиҳавии шаҳрсозӣ,Шахси воқеӣ ва ҳуқуқӣ,Раёсатти экспертизаи давлатии ғайриидоравии ҳуҷҷатҳои лоиҳавии шаҳрсозӣ,Раёсатти экспертизаи давлатии ғайриидоравии ҳуҷҷатҳои лоиҳавии шаҳрсозӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ДИН ВА ТАНЗИМИ ҶАШНУ МАРОСИМИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Баҳисобгирӣ,610,000610,Баҳисобгирии тӯйҳои домодиву арӯсӣ ва маросими азодорӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Бахшҳои дин, танзими анъана ва ҷашну маросим дар шаҳру ноҳияҳо","Бахшҳои дин, танзими анъана ва ҷашну маросим дар шаҳру ноҳияҳо","Коғазӣ, электронӣ",Ройгон
КУМИТАИ ДИН ВА ТАНЗИМИ ҶАШНУ МАРОСИМИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Маълумотнома,611,000611,Маълумотнома дар бораи қайди баҳисобгирии ҷамоаи динӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ДИН ВА ТАНЗИМИ ҶАШНУ МАРОСИМИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Розигӣ,612,000612,"Розигӣ ҷиҳати табъ ва нашр, истеҳсол, ба ҷумҳурӣ ворид ва аз ҷумҳурӣ содир намудан, паҳн кардан ва фурӯхтани адабиёти динӣ ва ашёву маводди дигар таъиноти динии онҳо",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ДИН ВА ТАНЗИМИ ҶАШНУ МАРОСИМИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,613,000613,Хулосаи ташхиси давлатии диншиносӣ адабиёти динии чопшаванда,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ДИН ВА ТАНЗИМИ ҶАШНУ МАРОСИМИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Хулоса,614,000614,"Хулосаи ташхиси ашё, маводди иттилоотӣ ва таъиноти динӣ",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ДИН ВА ТАНЗИМИ ҶАШНУ МАРОСИМИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Шаҳодатнома,615,000615,Шаҳодатнома дар бораи бақайдгирии давлатии ташкилоти динӣ,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи дин ва танзими ҷашну маросими назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,616,000616,"Иҷозатнома барои фаъолият оид ба муайян намудани мушаххасоти метеорологӣ, иқлимӣ, аэрологӣ, гидрологӣ ва агрометеорологӣ",Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,617,000617,Иҷозатнома барои фаъолият оид тайёр кардан ва ба истифодабарандагон пешниҳод намудани иттилооти пешгӯйишуда ва ҳолати ҷорӣ,Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,618,000618,"Иҷозатнома барои фаъолият оид ба ташаккул додан ва ба роҳ мондани махзани маълумот дар соҳаи гидрометорологӣ, соҳаҳои ба он алоқаманд ва мониторинги сифати муҳити зист",Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,619,000619,"Иҷозатнома барои фаъолият оид ба муайян намудани дараҷаи олудагӣ (аз ҷумла радиоактивӣ)-и муҳити табиӣ (ҳавои атмосфера, хок, обҳои сатҳӣ)",Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,620,000620,Иҷозатнома барои фаъолият барои ба истифодабарандагон тайёр кардан ва пешгӯйӣ кардани иттилооти таҳлилӣ ва ҳисобӣ оид ба ҳолати муҳити табиии зист ва олудагии он (аз ҷумла олудагии радиоактивӣ),Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,621,000621,"Иҷозатнома барои фаъолият оид ба насб, таъмир, пешгӯйӣ ва тафтиши асбобу таҷҳизоти таъиноти гидрометеорологӣ",Шахсони воқеӣ ва ҳуқуқӣ,Агентии обуҳавошиносӣ,Агентии обуҳавошиносӣ,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,622,000622,"Иҷозатнома барои фаъолият оид ба ҷамъоварӣ, нигоҳдорӣ ва интиқоли партовҳои хатарнок",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,623,000623,Иҷозатнома барои фаъолият оид ба истифодабарии партовҳои хатарнок,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,624,000624,Иҷозатнома барои фаъолият оид ба безараргардонӣ ва дафнкунии партовҳои хатарнок,Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,625,000625,"Иҷозатнома барои фаъолияти ба даст овардан ва фурӯши моддаҳои вайронкунандаи қабати озон, гидрофторкарбонҳо, ки дар замимаҳои А, В, С, Е, F Протоколи Монреал дохил шудаанд ва маҳсулоти дорандаи онҳо, моддаҳои ҳамчун хунуккунанда истифодашаванда, ки аз рӯйи таркиби физикӣ-кимёвии худ сӯзанда ва заҳрнок кор мекунанд",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,626,000626,"Иҷозатнома барои фаъолияти истифода, коркарди дубора ва фурӯши моддаҳои вайронкунандаи қабати озон, гидрофторкарбонҳо, ки дар замимаҳои А, В, С, Е, F Протоколи Монреал дохил шудаанд ва маҳсулоти дорандаи онҳо, моддаҳои ҳамчун хунуккунанда истифодашаванда, ки аз рӯйи таркиби физикӣ-кимёвии худ сӯзанда ва заҳрнок кор мекунанд",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
КУМИТАИ ҲИФЗИ МУҲИТИ ЗИСТИ НАЗДИ ҲУКУМАТИ ҶУМҲУРИИ ТОҶИКИСТОН,Иҷозатнома,627,000627,"Иҷозатнома барои фаъолият оид ба нобудкунии моддаҳои вайронкунандаи қабати озон, гидрофторкарбонҳо, ки дар замимаҳои А, В, С, Е, F Протоколи Монреал дохил шудаанд ва маҳсулоти дорандаи онҳо, моддаҳои ҳамчун хунуккунанда истифодашаванда, ки аз рӯйи таркиби физикӣ-кимёвии худ сӯзанда ва заҳрнок кор мекунанд",Шахсони воқеӣ ва ҳуқуқӣ,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,Кумитаи ҳифзи муҳити зисти назди Ҳукумати Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
